_Id,_UserId,_Name,_Date,_Class,_TagBased
491,156,Autobiographer,2017-06-28T09:42:29.017,3,False
492,155,Supporter,2017-06-28T09:47:31.047,3,False
493,147,Supporter,2017-06-28T09:57:30.997,3,False
494,84,Teacher,2017-06-28T09:57:30.997,3,False
495,147,Teacher,2017-06-28T10:08:50.690,3,False
496,19,Custodian,2017-06-28T10:08:50.690,3,False
497,19,Custodian,2017-06-28T10:08:50.690,3,False
498,123,Custodian,2017-06-28T10:08:50.690,3,False
499,153,Student,2017-06-28T10:13:50.237,3,False
500,61,Supporter,2017-06-28T10:13:50.237,3,False
501,123,Teacher,2017-06-28T10:18:55.603,3,False
